Date,Open,High,Low,Close,Adj Close,Volume
2012-04-23,20.378929,22.071428,19.821428,21.535713,18.518621,3891246800
2012-04-30,21.350000,21.371429,20.184643,20.187500,17.359289,2465075200
2012-05-07,20.053572,20.567142,19.954643,20.239643,17.404127,2170820400
2012-05-14,20.091785,20.268213,18.649286,18.942142,16.288403,2839370800
2012-05-21,19.089287,20.589287,19.073214,20.081785,17.268381,2735611200
2012-05-28,20.389286,20.767857,20.018572,20.035357,17.228460,1922600400
2012-06-04,20.053572,20.735001,19.589287,20.725714,17.822104,2073948800
2012-06-11,20.990000,21.017857,20.239286,20.504642,17.631996,2001053600
2012-06-18,20.391430,21.071428,20.370358,20.789286,17.876766,1771582400
2012-06-25,20.617857,20.857143,20.200357,20.857143,17.935118,1488253200
2012-07-02,20.883215,21.940714,20.842857,21.638571,18.607063,1545118400
2012-07-09,21.617857,22.138214,21.167143,21.606071,18.579126,2100154000
2012-07-16,21.611429,21.976786,21.541071,21.582144,18.558548,1681918000
2012-07-23,21.228571,21.774286,20.357143,20.898571,17.970743,2740990000
2012-07-30,21.104286,22.070715,20.993570,21.989286,18.908646,1903050800
2012-08-06,22.046070,22.321428,21.973572,22.203571,19.092911,1253837200
2012-08-13,22.263929,23.149643,22.258928,23.146786,19.989441,1573639200
2012-08-20,23.214643,24.102858,23.146786,23.686428,20.455479,2848896400
2012-08-27,24.285357,24.316786,23.473213,23.758572,20.517775,1538252800
2012-09-03,23.777143,24.374287,23.732143,24.301430,20.986586,1425130000
2012-09-10,24.301786,24.892143,23.428572,24.688572,21.320925,2903048400
2012-09-17,24.976786,25.181070,24.772142,25.003214,21.592648,2006566800
2012-09-24,24.530714,24.825714,23.583929,23.825001,20.575150,2864260000
2012-10-01,23.969999,24.169643,23.237499,23.306786,20.127623,2560600000
2012-10-08,23.102858,23.127144,22.269644,22.489643,19.421944,2993043200
2012-10-15,22.583929,23.313929,21.772142,21.780001,18.809093,2592021600
2012-10-22,21.872143,22.692142,21.107143,21.571428,18.628977,3487162000
2012-10-29,21.245714,21.535713,20.526787,20.600000,17.790051,1470674800
2012-11-05,20.840000,21.097857,19.061428,19.537857,16.872793,3683761200
2012-11-12,19.791071,19.803572,18.062500,18.845715,16.349396,3582726000
2012-11-19,19.311071,20.428572,19.281429,20.410713,17.707096,2111900000
2012-11-26,20.567858,21.223213,20.437857,20.902857,18.134054,2590792400
2012-12-03,21.201786,21.235357,18.522499,19.044643,16.521976,3930239600
2012-12-10,18.750000,19.627144,18.056429,18.206785,15.795101,3344812800
2012-12-17,18.176071,19.103571,17.901072,18.547501,16.090687,2910619600
2012-12-24,18.583929,18.723213,18.023571,18.199642,15.788904,1287588400
2012-12-31,18.233213,19.821428,18.178572,18.821428,16.328323,2167309200
2013-01-07,18.642857,18.996071,18.400000,18.582144,16.120737,2302120800
2013-01-14,17.952856,18.241072,17.263571,17.857143,15.491772,3228386000
2013-01-21,18.020000,18.392500,15.535714,15.710000,13.629043,3991934800
2013-01-28,15.636786,16.521429,15.566429,16.200714,14.054753,2632649600
2013-02-04,16.211071,17.100357,15.785714,16.963572,14.716561,2981910400
2013-02-11,17.017857,17.319286,16.425714,16.434286,14.340481,2348771600
2013-02-18,16.467857,16.526072,15.815000,16.100357,14.049098,1689923200
2013-02-25,16.208929,16.254286,15.356429,15.373929,13.415218,2336392800
2013-03-04,15.278571,15.551071,14.964286,15.418571,13.454174,2541394800
2013-03-11,15.348214,15.865357,15.183571,15.845000,13.826271,2293533200
2013-03-18,15.766071,16.503571,15.757143,16.496786,14.395019,2219994000
2013-03-25,16.596071,16.783930,15.772143,15.809286,13.795110,1569506400
2013-04-01,15.782143,15.846429,14.988571,15.114286,13.188656,2024610000
2013-04-08,15.173214,15.642500,15.088929,15.350000,13.394338,1550348800
2013-04-15,15.250000,15.281786,13.753571,13.947500,12.170524,2843920800
2013-04-22,14.022857,14.956071,13.973929,14.900000,13.001670,3212745200
2013-04-29,15.016071,16.186787,15.000000,16.070715,14.023231,2621903200
2013-05-06,16.275356,16.633928,16.088572,16.177500,14.116408,2186332400
2013-05-13,16.125357,16.353571,14.960714,15.473571,13.591538,2536788800
2013-05-20,15.425357,16.012501,15.360714,15.898214,13.964534,1979826800
2013-05-27,16.067858,16.325001,15.692857,16.061787,14.108208,1454544000
2013-06-03,16.097500,16.229643,15.456071,15.778929,13.859758,1777140400
2013-06-10,15.883214,16.038570,15.303571,15.358929,13.490840,1559191200
2013-06-17,15.408571,15.560714,14.575000,14.767857,12.971660,1603809200
2013-06-24,14.550000,14.595000,13.888214,14.161786,12.439301,2078395200
2013-07-01,14.381786,15.117500,14.329286,14.907857,13.094630,1375872400
2013-07-08,15.003929,15.349643,14.656429,15.232500,13.379789,1537984000
2013-07-15,15.178929,15.531071,15.148929,15.176786,13.330851,1145046000
2013-07-22,15.337857,15.878214,14.953929,15.749643,13.834030,1598774800
2013-07-29,15.742857,16.530357,15.721429,16.519285,14.510066,1361472000
2013-08-05,16.596071,16.853214,16.201786,16.230356,14.256276,1475213600
2013-08-12,16.316429,18.008928,16.308214,17.940357,15.862339,2855347600
2013-08-19,18.012142,18.347857,17.792856,17.893572,15.820975,1672025600
2013-08-26,17.883928,18.221430,17.357143,17.400715,15.385201,1574717200
2013-09-02,17.610714,17.937143,17.405357,17.793571,15.732551,1272854800
2013-09-09,18.035713,18.139999,16.596430,16.603571,14.680391,2685466000
2013-09-16,16.464287,17.091070,15.972143,16.693214,14.759652,2503793600
2013-09-23,17.717857,17.746786,17.168571,17.241072,15.244052,1908670400
2013-09-30,17.044643,17.583929,16.943214,17.251072,15.252889,1484845600
2013-10-07,17.377144,17.637142,17.081429,17.600357,15.561716,1451276400
2013-10-14,17.493929,18.187857,17.476786,18.174643,16.069483,1377208000
2013-10-21,18.277500,19.043928,18.143929,18.784286,16.608511,1968450400
2013-10-28,18.894285,19.258928,18.376429,18.572500,16.421261,2090998000
2013-11-04,18.610714,18.888929,18.299286,18.591429,16.437998,1275153600
2013-11-11,18.571072,18.902857,18.371786,18.749643,16.674673,1229289600
2013-11-18,18.749643,18.828215,18.345358,18.564285,16.509830,1133552000
2013-11-25,18.607857,19.940357,18.607143,19.859644,17.661837,1312270400
2013-12-02,19.928572,20.540714,19.672144,20.000713,17.787296,2093254800
2013-12-09,20.032143,20.391787,19.773930,19.801071,17.609745,1553594000
2013-12-16,19.822144,20.094286,19.242857,19.607857,17.437908,1835080800
2013-12-23,20.285713,20.424286,19.982143,20.003214,17.789515,1098753600
2013-12-30,19.909286,20.045713,19.301071,19.320715,17.182550,1103866400
2014-01-06,19.194643,19.530714,18.968214,19.033571,16.927183,1572474400
2014-01-13,18.925358,20.007143,18.924286,19.309643,17.172705,1758710800
2014-01-20,19.321072,19.903214,19.300714,19.502501,17.344213,1541106000
2014-01-27,19.645357,19.814285,17.626785,17.878571,15.900002,3266510800
2014-02-03,17.950357,18.676071,17.832144,18.559999,16.506014,1734535600
2014-02-10,18.523571,19.499287,18.500000,19.428213,17.381573,1516239200
2014-02-17,19.500000,19.685356,18.735714,18.758928,16.782791,1158662400
2014-02-24,18.683929,19.026787,18.414286,18.794287,16.814430,1470929600
2014-03-03,18.693571,19.098213,18.671785,18.944286,16.948626,1104202400
2014-03-10,18.870001,19.273571,18.678572,18.738930,16.764904,1152076800
2014-03-17,18.846430,19.151428,18.757143,19.031071,17.026272,1216392800
2014-03-24,19.229286,19.607143,19.080357,19.173571,17.153755,1360357600
2014-03-31,19.258215,19.410000,18.949286,18.993570,16.992723,987445200
2014-04-07,18.857857,19.008572,18.469286,18.557501,16.602583,1251278000
2014-04-14,18.639286,18.848572,18.261786,18.747856,16.772892,971264000
2014-04-21,18.762142,20.428213,18.712856,20.426430,18.274639,1930238800
2014-04-28,20.457144,21.408215,20.448214,21.163570,18.934124,1899066400
2014-05-05,21.076429,21.586071,20.726070,20.912144,18.709185,1466390800
2014-05-12,20.981787,21.340357,20.907143,21.339643,19.198277,1046452400
2014-05-19,21.351786,21.954643,21.333214,21.933214,19.732288,1182420400
2014-05-26,21.995714,23.006071,21.986786,22.607143,20.338593,1604842400
2014-06-02,22.641430,23.259287,22.232143,23.056070,20.742474,1651286000
2014-06-09,23.174999,23.762501,22.719999,22.820000,20.530088,1172588000
2014-06-16,22.877501,23.187500,22.725000,22.727501,20.446875,940908000
2014-06-23,22.830000,23.000000,22.412500,22.995001,20.687529,865028000
2014-06-30,23.025000,23.525000,23.022499,23.507500,21.148598,556248400
2014-07-07,23.535000,24.200001,23.379999,23.805000,21.416246,927320000
2014-07-14,23.965000,24.275000,23.142500,23.607500,21.238562,995880800
2014-07-21,23.747499,24.469999,23.430000,24.417500,21.967291,1105568000
2014-07-28,24.455000,24.860001,23.702499,24.032499,21.620918,947300000
2014-08-04,24.092501,24.145000,23.320000,23.684999,21.308287,892100000
2014-08-11,23.817499,24.547501,23.709999,24.495001,22.146624,717452000
2014-08-18,24.622499,25.367500,24.495001,25.330000,22.901569,989328000
2014-08-25,25.447500,25.725000,25.174999,25.625000,23.168289,955384000
2014-09-01,25.764999,25.934999,24.447500,24.742500,22.370398,1292640000
2014-09-08,24.825001,25.770000,24.035000,25.415001,22.978426,1848207200
2014-09-15,25.702499,25.762501,24.722500,25.240000,22.820200,1189411600
2014-09-22,25.450001,25.735001,24.430000,25.187500,22.772730,1355299600
2014-09-29,24.662500,25.385000,24.510000,24.905001,22.517311,990996400
2014-10-06,24.987499,25.594999,24.577499,25.182501,22.768208,1121032800
2014-10-13,25.332500,25.445000,23.795000,24.417500,22.076557,1434159200
2014-10-20,24.580000,26.372499,24.555000,26.305000,23.783096,1434131600
2014-10-27,26.212500,27.010000,26.174999,27.000000,24.411461,880922400
2014-11-03,27.055000,27.575001,26.930000,27.252501,24.639757,799811600
2014-11-10,27.254999,28.547501,27.100000,28.545000,25.920250,820666800
2014-11-17,28.567499,29.392500,28.325001,29.117500,26.440109,933658800
2014-11-24,29.212500,29.937500,29.155001,29.732500,26.998556,727495600
2014-12-01,29.702499,29.812500,27.817499,28.750000,26.106400,1066358800
2014-12-08,28.525000,28.712500,27.337500,27.432501,24.910049,1039472000
2014-12-15,27.674999,28.309999,26.565001,27.945000,25.375418,1315426400
2014-12-22,28.040001,28.629999,27.992500,28.497499,25.877115,477586000
2014-12-29,28.447500,28.692499,26.837500,27.332500,24.819241,608353600
2015-01-05,27.072500,28.312500,26.157499,28.002501,25.427635,1133010000
2015-01-12,28.150000,28.200001,26.299999,26.497499,24.061016,1216906400
2015-01-19,26.959999,28.437500,26.625000,28.245001,25.647839,794948000
2015-01-26,28.434999,30.000000,27.257500,29.290001,26.596750,1863370800
2015-02-02,29.512501,30.127501,29.020000,29.732500,26.998556,1083029200
2015-02-09,29.637501,31.870001,29.607500,31.770000,28.962564,1212827200
2015-02-16,31.872499,32.375000,31.730000,32.375000,29.514103,777419600
2015-02-23,32.505001,33.400002,31.652500,32.115002,29.277081,1472864800
2015-03-02,32.312500,32.570000,31.440001,31.650000,28.853170,987754000
2015-03-09,31.990000,32.392502,30.407499,30.897499,28.167162,1306056400
2015-03-16,30.969999,32.312500,30.717501,31.475000,28.693634,1066691600
2015-03-23,31.780001,32.009998,30.650000,30.812500,28.089678,837305200
2015-03-30,31.012501,31.622499,30.775000,31.330000,28.561445,648127200
2015-04-06,31.117500,32.029999,31.082500,31.775000,28.967117,728830000
2015-04-13,32.092499,32.142502,31.115000,31.187500,28.431536,684744400
2015-04-20,31.392500,32.657501,31.292500,32.570000,29.691864,829762800
2015-04-27,33.077499,33.634998,31.145000,32.237499,29.388752,1683889200
2015-05-04,32.375000,32.642502,30.840000,31.905001,29.085630,1087568000
2015-05-11,31.847500,32.372501,31.205000,32.192501,29.470316,833206000
2015-05-18,32.095001,33.242500,32.090000,33.134998,30.333115,869189600
2015-05-25,33.150002,33.227501,32.279999,32.570000,29.815893,792594400
2015-06-01,32.570000,32.847500,32.090000,32.162498,29.442848,683363200
2015-06-08,32.224998,32.544998,31.405001,31.792500,29.104137,880458400
2015-06-15,31.525000,32.077499,31.427500,31.650000,28.973688,794100800
2015-06-22,31.872499,32.450001,31.627501,31.687500,29.008015,782376000
2015-06-29,31.365000,31.735001,31.120001,31.610001,28.937071,603927600
2015-07-06,31.235001,31.557501,29.805000,30.820000,28.213871,1102873200
2015-07-13,31.257500,32.404999,31.080000,32.404999,29.664848,756979600
2015-07-20,32.742500,33.242500,30.497499,31.125000,28.493084,1377076000
2015-07-27,30.772499,30.977501,30.227501,30.325001,27.760731,766394400
2015-08-03,30.375000,30.642500,28.025000,28.879999,26.437918,1540002400
2015-08-10,29.132500,29.997499,27.407499,28.990000,26.658741,1378868800
2015-08-17,29.010000,29.412500,26.412500,26.440001,24.313801,1282036000
2015-08-24,23.717501,28.327499,23.000000,28.322500,26.044920,2001452000
2015-08-31,28.007500,28.632500,26.840000,27.317499,25.120739,1192776800
2015-09-07,27.937500,28.552500,27.442499,28.552500,26.256424,1010650800
2015-09-14,29.145000,29.222500,27.967501,28.362499,26.081705,1109104000
2015-09-21,28.417500,29.172501,28.092501,28.677500,26.371370,970785200
2015-09-28,28.462500,28.642500,26.827499,27.594999,25.375925,1255585200
2015-10-05,27.469999,28.070000,27.052500,28.030001,25.775946,1047091200
2015-10-12,28.182501,28.187500,27.389999,27.760000,25.527657,739540000
2015-10-19,27.700001,29.807501,27.527500,29.770000,27.376019,886172800
2015-10-26,29.520000,30.305000,28.497499,29.875000,27.472578,1289448800
2015-11-02,30.200001,30.955000,29.902500,30.264999,27.831211,780813600
2015-11-09,30.240000,30.452499,28.067499,28.084999,25.937069,866221200
2015-11-16,27.844999,29.980000,27.750000,29.825001,27.543995,759924800
2015-11-23,29.817499,29.932501,29.280001,29.452499,27.199986,438881600
2015-11-30,29.497499,29.852501,28.555000,29.757500,27.481659,827063200
2015-12-07,29.745001,29.965000,28.212500,28.295000,26.131012,755416000
2015-12-14,28.045000,28.200001,26.452499,26.507500,24.480221,1260425600
2015-12-21,26.820000,27.250000,26.392500,27.007500,24.941978,506431200
2015-12-28,26.897499,27.357500,26.205000,26.315001,24.302439,495046000
2016-01-04,25.652500,26.462500,24.107500,24.240000,22.386133,1375160800
2016-01-11,24.742500,25.297501,23.840000,24.282499,22.425385,1217348800
2016-01-18,24.602501,25.365000,23.355000,25.355000,23.415861,973536400
2016-01-25,25.379999,25.382500,23.097500,24.334999,22.473866,1521346000
2016-02-01,24.117500,24.332500,23.422501,23.504999,21.707344,868619200
2016-02-08,23.282499,24.087500,23.147499,23.497499,21.818171,924489200
2016-02-15,23.754999,24.722500,23.652500,24.010000,22.294046,673265200
2016-02-22,24.077499,24.504999,23.330000,24.227501,22.495996,636211600
2016-02-29,24.215000,25.937500,24.162500,25.752501,23.912012,807215200
2016-03-07,25.597500,25.707500,25.037500,25.565001,23.737915,622057200
2016-03-14,25.477501,26.625000,25.445000,26.480000,24.587517,728292800
2016-03-21,26.482500,26.912500,26.222500,26.417500,24.529480,479134400
2016-03-28,26.500000,27.605000,26.219999,27.497499,25.532297,591860000
2016-04-04,27.605000,28.047501,27.030001,27.165001,25.223560,582890400
2016-04-11,27.242500,28.097500,27.165001,27.462500,25.499800,649240000
2016-04-18,27.222500,27.237499,26.155001,26.420000,24.531809,756212000
2016-04-25,26.250000,26.412500,23.127501,23.434999,21.760138,1397696400
2016-05-02,23.492500,23.975000,22.962500,23.180000,21.523363,902429200
2016-05-09,23.250000,23.442499,22.367500,22.629999,21.140608,864199200
2016-05-16,23.097500,23.857500,22.912500,23.805000,22.238272,850828800
2016-05-23,23.967501,25.182501,23.917500,25.087500,23.436363,816000000
2016-05-30,24.900000,25.100000,24.157499,24.480000,22.868847,560708000
2016-06-06,24.497499,25.472500,24.387501,24.707500,23.081377,499457600
2016-06-13,24.672501,24.780001,23.825001,23.832500,22.263964,766930400
2016-06-20,24.000000,24.222500,23.162500,23.350000,21.813219,826916000
2016-06-27,23.250000,24.117500,22.875000,23.972500,22.394749,737313600
2016-07-04,23.847500,24.222500,23.592501,24.170000,22.579247,450824000
2016-07-11,24.187500,24.825001,24.182501,24.695000,23.069700,571642400
2016-07-18,24.674999,25.250000,24.577499,24.665001,23.041672,590262000
2016-07-25,24.562500,26.137501,24.105000,26.052500,24.337851,1026284000
2016-08-01,26.102501,26.912500,26.000000,26.870001,25.101549,680596800
2016-08-08,26.879999,27.235001,26.790001,27.045000,25.401896,498023200
2016-08-15,27.035000,27.557501,27.020000,27.340000,25.678976,529485600
2016-08-22,27.215000,27.330000,26.577499,26.735001,25.110729,494422000
2016-08-29,26.655001,27.000000,26.375000,26.932501,25.296234,532002400
2016-09-05,26.975000,27.190001,25.782499,25.782499,24.216099,675214800
2016-09-12,25.662500,29.032499,25.632500,28.730000,26.984528,1552912800
2016-09-19,28.797501,29.045000,27.887501,28.177500,26.465593,804382800
2016-09-26,27.910000,28.660000,27.887501,28.262501,26.545429,625536000
2016-10-03,28.177500,28.639999,28.070000,28.514999,26.782583,504117600
2016-10-10,28.754999,29.672501,28.680000,29.407499,27.620863,834833600
2016-10-17,29.332500,29.552500,28.450001,29.150000,27.379011,462126000
2016-10-24,29.275000,29.590000,28.327499,28.430000,26.702751,840902400
2016-10-31,28.412500,28.557501,27.027500,27.209999,25.556870,625386000
2016-11-07,27.520000,27.930000,26.457500,27.107500,25.591320,829076000
2016-11-14,26.927500,27.635000,26.020000,27.514999,25.976027,793365600
2016-11-21,27.530001,28.105000,27.502501,27.947500,26.384338,376529600
2016-11-28,27.857500,28.117500,27.212500,27.475000,25.938267,622000000
2016-12-05,27.500000,28.674999,27.062500,28.487499,26.894136,607958400
2016-12-12,28.322500,29.182501,28.122499,28.992500,27.370890,780062400
2016-12-19,28.950001,29.375000,28.897499,29.129999,27.500698,453292000
2016-12-26,29.129999,29.504999,28.857500,28.955000,27.335484,339314400
2017-01-02,28.950001,29.540001,28.690001,29.477501,27.828764,415382000
2017-01-09,29.487499,29.982500,29.485001,29.760000,28.095461,555242800
2017-01-16,29.584999,30.125000,29.555000,30.000000,28.322041,465392000
2017-01-23,30.000000,30.610001,29.875000,30.487499,28.782272,498157200
2017-01-30,30.232500,32.622501,30.155001,32.270000,30.465073,999124800
2017-02-06,32.282501,33.235001,32.224998,33.029999,31.182564,545796800
2017-02-13,33.270000,34.067501,33.187500,33.930000,32.171108,546670000
2017-02-20,34.057499,34.369999,33.820000,34.165001,32.393925,351635600
2017-02-27,34.285000,35.070000,34.070000,34.945000,33.133476,509896000
2017-03-06,34.842499,34.994999,34.262501,34.785000,32.981777,398688800
2017-03-13,34.712502,35.255001,34.705002,34.997501,33.183266,486158400
2017-03-20,35.099998,35.700001,34.932499,35.160000,33.337337,518696000
2017-03-27,34.847500,36.125000,34.654999,35.915001,34.053204,508035600
2017-04-03,35.927502,36.365002,35.762501,35.834999,33.977352,421664800
2017-04-10,35.900002,35.970001,35.014999,35.262501,33.434532,349942800
2017-04-17,35.369999,35.730000,35.112499,35.567501,33.723717,356994000
2017-04-24,35.875000,36.224998,35.794998,35.912498,34.050831,364614800
2017-05-01,36.275002,37.244999,36.067501,37.240002,35.309509,701406800
2017-05-08,37.257500,39.105000,37.257500,39.025002,37.001987,693882400
2017-05-15,39.002499,39.162498,37.427502,38.264999,36.431133,629419600
2017-05-22,38.500000,38.724998,38.167500,38.402500,36.562050,412906000
2017-05-29,38.355000,38.862499,38.055000,38.862499,36.999996,355011600
2017-06-05,38.584999,38.994999,36.505001,37.244999,35.460018,636638800
2017-06-12,36.435001,36.875000,35.549999,35.567501,33.862915,882121600
2017-06-19,35.915001,36.790001,35.915001,36.570000,34.817364,533012000
2017-06-26,36.792500,37.070000,35.570000,36.005001,34.279442,508240800
2017-07-03,36.220001,36.325001,35.602501,36.044998,34.317524,316711600
2017-07-10,36.027500,37.332500,35.842499,37.259998,35.474300,444353600
2017-07-17,37.205002,37.935001,37.142502,37.567501,35.767059,424326400
2017-07-24,37.645000,38.497501,36.825001,37.375000,35.583794,423272400
2017-07-31,37.474998,39.937500,37.032501,39.097500,37.223736,691234000
2017-08-07,39.264999,40.457500,38.657501,39.369999,37.483177,605076400
2017-08-14,39.830002,40.627499,39.180000,39.375000,37.635151,538514000
2017-08-21,39.375000,40.185001,38.777500,39.965000,38.199085,450684800
2017-08-28,40.035000,41.235001,39.982498,41.012501,39.200302,504514800
2017-09-04,40.937500,41.062500,39.632500,39.657501,37.905174,406640800
2017-09-11,40.125000,40.990002,39.477501,39.970001,38.203869,884310000
2017-09-18,40.027500,40.125000,37.639999,37.972500,36.294628,744754000
2017-09-25,37.497501,38.680000,37.290001,38.529999,36.827488,619427200
2017-10-02,38.564999,38.872501,38.115002,38.825001,37.109447,375137200
2017-10-09,38.952499,39.500000,38.775002,39.247501,37.513294,325219200
2017-10-16,39.474998,40.217499,38.755001,39.062500,37.336460,504205200
2017-10-23,39.222500,40.900002,38.817501,40.762501,38.961342,489613200
2017-10-30,40.972500,43.564999,40.930000,43.125000,41.219452,860709600
2017-11-06,43.092499,44.060001,42.930000,43.667500,41.737984,553701600
2017-11-13,43.375000,43.625000,42.095001,42.537498,40.804073,465838800
2017-11-20,42.572498,43.875000,42.389999,43.742500,41.959969,324037200
2017-11-27,43.762501,43.770000,41.790001,42.762501,41.019905,680394000
2017-12-04,43.119999,43.154999,41.615002,42.342499,40.617016,549924400
2017-12-11,42.299999,43.542500,42.197498,43.492500,41.720161,556588800
2017-12-18,43.720001,44.299999,43.312500,43.752499,41.969559,470529600
2017-12-25,42.700001,42.962502,42.305000,42.307499,40.583443,388655200
2018-01-01,42.540001,43.842499,42.314999,43.750000,41.967163,404673600
2018-01-08,43.587502,44.340000,43.250000,44.272499,42.468365,440790000
2018-01-15,44.474998,45.025002,43.767502,44.615002,42.796917,510284800
2018-01-22,44.325001,44.860001,42.514999,42.877499,41.130219,766299200
2018-01-29,42.540001,42.540001,40.025002,40.125000,38.489887,1051968400
2018-02-05,39.775002,40.970001,37.560001,39.102501,37.509048,1270616000
2018-02-12,39.625000,43.705002,39.377499,43.107498,41.519432,901347600
2018-02-19,43.012501,43.912498,42.752499,43.875000,42.258675,544825600
2018-02-26,44.087502,45.154999,43.112499,44.052502,42.429626,808513600
2018-03-05,43.802502,45.000000,43.567501,44.994999,43.337402,559410800
2018-03-12,45.072498,45.875000,44.404999,44.505001,42.865456,621670000
2018-03-19,44.330002,44.367500,41.235001,41.235001,39.715919,690682800
2018-03-26,42.017502,43.787498,41.297501,41.945000,40.399765,634123200
2018-04-02,41.660000,43.557499,41.117500,42.095001,40.544247,657635200
2018-04-09,42.470001,43.959999,42.462502,43.682499,42.073257,511486000
2018-04-16,43.757500,44.735001,41.357498,41.430000,39.903744,676952800
2018-04-23,41.707500,41.730000,40.157501,40.580002,39.085056,648833600
2018-04-30,40.532501,46.062500,40.459999,45.957500,44.264439,1011222800
2018-05-07,46.294998,47.592499,45.917500,47.147499,45.410603,593067600
2018-05-14,47.252499,47.382500,46.275002,46.577499,45.034599,396995200
2018-05-21,47.000000,47.412498,46.439999,47.145000,45.583298,377579600
2018-05-28,46.900002,47.564999,46.535000,47.560001,45.984558,368519600
2018-06-04,47.910000,48.549999,47.442501,47.924999,46.337463,467079200
2018-06-11,47.837502,48.220001,47.064999,47.209999,45.646137,560749200
2018-06-18,46.970001,47.305000,45.862499,46.230000,44.698605,502417600
2018-06-25,45.849998,46.820000,45.182499,46.277500,44.744537,486482000
2018-07-02,45.955002,47.107498,45.855000,46.992500,45.435848,263102000
2018-07-09,47.375000,47.959999,46.902500,47.832500,46.248024,340328800
2018-07-16,47.880001,48.162498,47.299999,47.860001,46.274609,351736000
2018-07-23,47.669998,48.990002,47.389999,47.744999,46.163422,377988800
2018-07-30,47.974998,52.185001,47.267502,51.997501,50.275055,896758400
2018-08-06,52.000000,52.445000,51.130001,51.882500,50.163860,486568400
2018-08-13,52.327499,54.487499,51.924999,54.395000,52.777592,557495600
