Date,Open,High,Low,Close,Adj Close,Volume
2011-03-28,290.411469,296.483704,289.783813,294.795044,294.795044,9320003
2011-04-04,295.392792,296.259552,281.783813,288.000488,288.000488,30521174
2011-04-11,287.024170,288.643097,264.040314,264.359131,264.359131,51217659
2011-04-18,262.227112,264.448792,258.530975,261.569580,261.569580,26607358
2011-04-25,261.644287,271.034088,260.030334,271.034088,271.034088,27417785
2011-05-02,271.831116,271.846039,263.826111,266.650543,266.650543,20850059
2011-05-09,266.501099,271.198486,263.537201,263.786255,263.786255,19848921
2011-05-16,262.172302,267.268219,256.553375,261.036560,261.036560,26099863
2011-05-23,257.335449,261.001709,255.741425,259.477417,259.477417,18802010
2011-05-30,261.519745,265.604462,259.776306,260.563354,260.563354,19264338
2011-06-06,260.792480,262.426361,253.694092,253.803680,253.803680,19336407
2011-06-13,254.047760,256.080139,241.494812,241.604401,241.604401,29800281
2011-06-20,241.594452,246.047760,235.626816,236.553345,236.553345,33742805
2011-06-27,236.114990,259.616882,235.915726,259.542175,259.542175,29245007
2011-07-04,261.669189,274.311798,261.669189,265.001709,265.001709,30615325
2011-07-11,263.103821,299.004272,261.768829,297.694183,297.694183,57920892
2011-07-18,295.138733,308.593323,294.894653,307.960693,307.960693,33447502
2011-07-25,305.534790,312.578369,300.374115,300.717834,300.717834,33434252
2011-08-01,304.468781,306.600800,279.950684,288.438873,288.438873,43835893
2011-08-08,280.438843,286.232147,269.494873,280.832367,280.832367,54846410
2011-08-15,275.681671,281.440094,244.513504,244.543396,244.543396,59952076
2011-08-22,251.058975,267.631836,246.341644,262.446289,262.446289,39620955
2011-08-29,266.281921,272.130005,259.392731,261.440063,261.440063,25765816
2011-09-05,254.446274,268.543427,254.296829,261.445038,261.445038,22325168
2011-09-12,258.012909,272.398987,257.783752,272.319275,272.319275,28534757
2011-09-19,269.166107,278.217163,256.040283,261.773804,261.773804,29990792
2011-09-26,262.640564,272.503601,255.666702,256.558350,256.558350,27178691
2011-10-03,253.973053,259.278168,239.402664,256.598206,256.598206,39040787
2011-10-10,261.609436,298.680481,260.623108,294.735260,294.735260,45311001
2011-10-17,290.770111,295.268250,287.621918,294.142487,294.142487,35152268
2011-10-24,292.264526,300.224670,285.360413,298.949463,298.949463,30371013
2011-10-31,296.433899,298.750214,287.298126,296.956940,296.956940,26716566
2011-11-07,295.552185,306.037903,294.675476,303.039124,303.039124,34013415
2011-11-14,302.864777,307.995544,295.766388,296.329285,296.329285,30622753
2011-11-21,292.782593,293.151184,279.616913,280.448822,280.448822,18659278
2011-11-28,288.603241,310.834900,287.173615,309.021698,309.021698,31646175
2011-12-05,312.648132,314.770172,306.501160,312.538544,312.538544,26018360
2011-12-12,309.778870,317.091461,305.101410,311.811249,311.811249,34094718
2011-12-19,312.832428,316.154968,308.324310,315.387848,315.387848,20688456
2011-12-26,314.844879,322.172424,314.819977,321.744019,321.744019,14235760
2012-01-02,325.250885,333.873566,323.681763,323.796326,323.796326,25126428
2012-01-09,322.042908,322.291962,307.303162,311.328064,311.328064,33727347
2012-01-16,314.810028,319.298187,289.763885,291.900879,291.900879,43266769
2012-01-23,291.905853,293.230896,281.220917,288.907104,288.907104,36737387
2012-01-30,287.945709,297.420197,285.629395,297.051575,297.051575,24846383
2012-02-06,296.394043,306.102661,295.895905,301.823700,301.823700,24487442
2012-02-13,304.110107,305.773895,297.748962,301.191071,301.191071,22134456
2012-02-20,300.807495,307.786346,299.054077,303.811249,303.811249,16940058
2012-02-27,302.162415,311.681732,301.400269,309.465057,309.465057,23305830
2012-03-05,309.056580,310.082733,295.811218,299.004272,299.004272,20171927
2012-03-12,298.879730,311.786346,298.511108,311.352966,311.352966,24767087
2012-03-19,310.396545,323.188599,309.460083,320.095215,320.095215,21145562
2012-03-26,321.295715,328.065338,318.575897,319.422729,319.422729,21280065
2012-04-02,319.188599,322.765198,313.111389,314.979370,314.979370,16612836
2012-04-09,313.066559,325.350494,310.605774,311.133789,311.133789,41714974
2012-04-16,310.336792,310.740265,296.802521,296.917084,296.917084,35609977
2012-04-23,295.342987,307.846130,293.998016,306.341766,306.341766,19426342
2012-04-30,305.350464,306.889709,297.290680,297.370392,297.370392,20268688
2012-05-07,296.389069,307.298157,296.389069,301.484955,301.484955,21351532
2012-05-14,299.268280,317.734070,297.235901,299.078979,299.078979,36313403
2012-05-21,299.133759,306.695435,293.041595,294.660553,294.660553,29667989
2012-05-28,296.792542,298.446350,283.113831,284.423920,284.423920,21156204
2012-06-04,284.045319,292.847351,282.177338,289.141235,289.141235,20149845
2012-06-11,291.014221,291.567139,277.220917,281.200989,281.200989,26470046
2012-06-18,280.259521,291.049072,278.580811,284.672974,284.672974,22401653
2012-06-25,282.605713,288.981812,277.564606,288.951935,288.951935,18196951
2012-07-02,289.823669,298.909607,287.173615,291.895905,291.895905,14760519
2012-07-09,291.382813,295.108856,279.995514,287.183563,287.183563,22932234
2012-07-16,287.108856,305.325562,283.138733,304.269531,304.269531,31777264
2012-07-23,299.118835,316.314362,298.007996,316.294464,316.294464,25352672
2012-07-30,316.837402,320.658081,310.541016,319.467560,319.467560,19616654
2012-08-06,318.610779,323.477539,316.877258,319.801300,319.801300,15239508
2012-08-13,322.501190,337.360504,322.132568,337.305695,337.305695,26570622
2012-08-20,336.488770,339.029236,329.848633,338.047913,338.047913,18268820
2012-08-27,330.257111,343.208557,328.389130,341.265839,341.265839,22918785
2012-09-03,340.996857,354.795135,335.492493,351.756531,351.756531,19822623
2012-09-10,353.554779,355.168732,339.168701,353.514954,353.514954,24799809
2012-09-17,352.732880,366.087799,351.183685,365.624542,365.624542,31999293
2012-09-24,364.135132,381.016846,363.761536,375.841248,375.841248,44184595
2012-10-01,378.107758,385.744141,373.734161,382.391693,382.391693,26813329
2012-10-08,379.079132,380.364288,367.766510,370.984467,370.984467,23667982
2012-10-15,369.584717,378.292053,334.745300,339.622009,339.622009,62824201
2012-10-22,339.233459,342.381683,333.599579,336.314423,336.314423,27744806
2012-10-29,338.660614,346.476318,336.239685,342.675568,342.675568,11867316
2012-11-05,340.971954,342.147552,323.935822,330.277039,330.277039,22407876
2012-11-12,330.635681,333.649414,316.812500,322.381622,322.381622,19985831
2012-11-19,326.625732,337.734100,326.541046,332.737823,332.737823,15039361
2012-11-26,331.975677,348.304474,327.771423,347.881042,347.881042,27493467
2012-12-03,349.808838,351.627014,339.890991,340.827484,340.827484,18927078
2012-12-10,341.415283,356.897247,340.618286,349.669342,349.669342,24200972
2012-12-17,351.432739,363.188690,350.695496,356.478821,356.478821,26382319
2012-12-24,355.920929,356.254669,348.000610,348.697998,348.697998,10183428
2012-12-31,348.693024,369.350586,346.700470,367.607117,367.607117,19312919
2013-01-07,366.351837,371.108978,360.862396,368.613342,368.613342,17018350
2013-01-14,367.123932,369.714233,349.355530,350.939606,350.939606,28613449
2013-01-21,351.014313,377.823822,346.461365,375.427795,375.427795,30734972
2013-01-28,374.476379,386.850006,371.876129,386.351868,386.351868,21053620
2013-02-04,382.411621,391.866180,377.719208,391.218628,391.218628,25795527
2013-02-11,387.746643,395.148895,385.430298,394.964569,394.964569,19452842
2013-02-18,396.508789,402.974548,394.132690,398.361847,398.361847,22596983
2013-02-25,399.652008,402.695587,390.735443,401.589752,401.589752,22029665
2013-03-04,401.146393,420.424133,400.996979,414.207458,414.207458,29424478
2013-03-11,414.292145,418.282166,405.151398,405.629608,405.629608,20065329
2013-03-18,400.996979,408.095367,399.238556,403.642059,403.642059,16794916
2013-03-25,404.688141,408.085388,395.168823,395.612152,395.612152,14764935
2013-04-01,396.020630,405.893616,386.750366,390.062958,390.062958,23023575
2013-04-08,387.920990,395.069183,382.765289,393.549866,393.549866,21346514
2013-04-15,391.507538,400.219879,379.208618,398.441528,398.441528,30830730
2013-04-22,398.805176,407.472687,386.052979,399.213654,399.213654,23055495
2013-04-29,400.125244,421.818909,400.000702,421.280945,421.280945,21266213
2013-05-06,422.546204,438.625916,422.546204,438.471497,438.471497,21413765
2013-05-13,437.804016,458.272278,435.059296,452.892456,452.892456,26128169
2013-05-20,450.810242,458.581116,433.878723,435.029388,435.029388,22861772
2013-05-27,440.100403,444.404266,430.531250,433.983337,433.983337,16784678
2013-06-03,434.869995,438.356934,422.028137,438.222443,438.222443,23497345
2013-06-10,439.403015,443.836395,431.134003,435.886200,435.886200,21309776
2013-06-17,437.973358,453.719360,434.904877,438.820190,438.820190,29276124
2013-06-24,434.312103,440.693176,430.013214,438.541229,438.541229,23442139
2013-07-01,441.569885,446.033173,436.997040,445.076752,445.076752,12778117
2013-07-08,447.926056,459.776642,446.865051,459.776642,459.776642,21700434
2013-07-15,460.424225,462.267303,436.170135,446.625946,446.625946,33010068
2013-07-22,449.315857,454.795319,439.353210,441.021942,441.021942,23700906
2013-07-29,440.797791,451.806519,438.790314,451.592316,451.592316,19419116
2013-08-05,451.004517,453.156464,440.992065,443.542480,443.542480,14065925
2013-08-12,441.794037,442.591064,426.670746,426.855042,426.855042,16909745
2013-08-19,427.253540,437.360657,427.124023,433.480225,433.480225,13546987
2013-08-26,433.375610,435.816467,421.201233,421.868744,421.868744,14969099
2013-09-02,425.584808,440.239868,425.380554,438.147705,438.147705,13935439
2013-09-09,440.214966,447.273499,439.562408,442.875000,442.875000,13156529
2013-09-16,446.426697,451.303406,438.855072,449.868774,449.868774,21026117
2013-09-23,446.401764,449.111633,434.028168,436.558685,436.558685,14919514
2013-09-30,432.917328,445.380615,432.533752,434.546204,434.546204,16817802
2013-10-07,432.105377,435.363159,419.916046,434.366882,434.366882,19177212
2013-10-14,431.711853,505.834015,431.079224,503.816559,503.816559,41487124
2013-10-21,503.841492,518.342102,496.035736,505.704498,505.704498,25340027
2013-10-28,505.704498,518.815369,504.603607,511.602386,511.602386,14074758
2013-11-04,513.824036,514.257446,501.938599,506.117950,506.117950,12453504
2013-11-11,502.870117,517.933655,500.623535,514.850220,514.850220,12753826
2013-11-18,515.941101,522.411865,508.274872,514.018311,514.018311,12448486
2013-11-25,516.643494,532.005920,515.577515,527.816589,527.816589,12477996
2013-12-02,529.769287,533.002197,522.551331,532.937439,532.937439,13657802
2013-12-09,533.495300,544.115540,526.969788,528.414368,528.414368,17680422
2013-12-16,530.013367,548.528992,527.542664,548.255005,548.255005,20627628
2013-12-23,551.851501,558.048279,550.496582,557.111816,557.111816,10766806
2013-12-30,558.078186,558.406982,550.401978,550.436829,550.436829,12209793
2014-01-06,554.426880,571.517822,551.154114,562.979797,562.979797,21665706
2014-01-13,561.131714,578.147949,556.499084,573.116821,573.116821,22558037
2014-01-20,578.297424,581.764404,559.403198,559.816650,559.816650,18856213
2014-01-27,560.947449,591.054565,539.114258,588.279968,588.279968,39349743
2014-02-03,587.398315,588.653564,561.903870,586.521545,586.521545,28824236
2014-02-10,583.712097,599.946228,582.327271,599.154236,599.154236,19560244
2014-02-17,598.461792,604.170410,596.514099,599.647400,599.647400,15609490
2014-02-24,600.429443,612.145508,600.299927,605.555237,605.555237,17402586
2014-03-03,601.121826,611.204041,593.844116,605.126831,605.126831,15238906
2014-03-10,605.575134,606.546509,584.075745,584.210266,584.210266,19134251
2014-03-17,587.423218,603.732056,586.855347,589.311096,589.311096,21044986
2014-03-24,589.883972,590.237671,551.406128,558.456787,558.456787,16169126
2014-03-31,565.337891,603.174011,541.513245,541.652893,541.652893,11634355
2014-04-07,539.259460,563.822021,525.088379,529.147217,529.147217,18845399
2014-04-14,536.776306,555.474915,517.040466,534.632141,534.632141,18132947
2014-04-21,534.632141,535.759094,514.008789,514.766724,514.766724,10967930
2014-04-28,515.763977,532.537903,501.423340,526.484558,526.484558,11379858
2014-05-05,523.383057,527.451904,501.921967,517.309753,517.309753,10398270
2014-05-12,522.076660,534.602234,514.028748,519.204529,519.204529,7947360
2014-05-19,518.277100,552.124146,516.165894,551.186707,551.186707,7806875
2014-05-26,554.477661,566.285278,552.832214,558.357056,558.357056,6881441
2014-06-02,559.164795,559.364258,537.274902,554.806763,554.806763,8543993
